indice,text,repostCount,replyCount,link,image,createdAt,depressive
111,"They totally do! If that hadn't been my favorite ""kill me now I wanna die"" song from Foreigner 4 till like maybe...Alice in Chains' ""Nutshell""...  LOLOL  Yay for the 90's!!",0,0,0,0,2023-11-29T20:42:42.048Z,0
2851,my back hurts and i just wanna lay down and slowly die,0,1,0,0,2024-07-31T21:55:49.749Z,0
953,"They have only known each other for a week! 

He's conflating being emotionally open to emotionally dumping.",5,49,0,1,2025-02-21T15:39:18.402Z,0
1623,"suicidal thoughts myself, and although I've never come close to acting on any of them, they've lured me to dark places in my head.

Truth be told, I'm still struggling on occasion, multi-day long bouts of emotion with my thoughts constantly blaring, turning me into a negative husk of myself.-",0,1,0,0,2024-11-14T05:37:38.329Z,0
77,"Even if I get shit figured out, I'm still gonna wanna kms again in a year or so, is it really worth it to work hard if I'll just feel worse again?",0,1,0,0,2025-02-18T00:44:39.776Z,1
772," 
Former Stars & Stripes editor has an explanation on;
""Why voters are moving toward the party that screws them""
""Too many people in America are just a bunch of complete,
 uninformed idiots who could care less about their country.
Terminal, fatal, suicidal Stupidity.
l.smartnews.com/p-ibcDLgB/Ys...",0,0,1,0,2025-01-17T16:29:02.492Z,0
2874,"Lololol. Yessss. 
I can only imagine how confusing “did he die because of his beauty? Tbh I wanna die because of how beautiful he is too…. Wait what did ghost just tell me” just so confused trying to piece it all together and ghost just continues to 😐 but hey at least they’re free to escape now 😂",0,0,0,0,2024-12-31T01:58:59.467Z,0
3157,"ellie However. people dont say u will die to create vaccine, Joel who loves n cares for u as his own daughter saves u And then Ur mad cuz He loved u enough to Not wanna Live without You. Girlllllll. Ur a freak in my eyes",0,0,0,0,2025-01-22T17:12:23.923Z,0
3015,"i wanna go ice skating again but i feel like my knee would die and not take me out with it, out of spite",0,0,0,0,2024-12-15T17:56:09.414Z,0
210,"All I wanna do is

*Gun cocking*
*Cash register noise*

Kill myself",1,1,0,0,2025-01-05T06:12:06.283Z,1
1877,"🍎🌸
caleb/mc

#AutumnWithXYZ
Day 2: Road Trip Date
+personal challenge: make everything nsfw!

(nsfw text)
(post 1 of 3 due to alt text limitations on twt)",3,1,0,1,2024-10-22T05:18:16.275Z,0
1582,"Just got reminded about the story 17776, and I feel compelled to recommend it, to anybody who hasn’t already. It’s free and online, and the only heads up I’ll give is that it has everything and absolutely nothing to do with football. I don’t care for sports in the slightest and I enjoyed it greatly",0,0,0,0,2025-02-19T01:24:56.780Z,0
331,I hate that in 16+ years of drawing vore all I've gotten better at is drawing vore. I still can't draw environment to save my fucking life and dynamic poses are impossible for me to do without looking at a ref sheet. I hate it so much that this shit that feels like it should be instinctual isn't!,0,0,0,0,2025-02-28T20:50:31.140Z,0
3346,"Wip of my sculpture…holy fuck I wanna die for how much I have to keep sanding for my alebrije

#alebrije #sculpture #art #wip",0,0,0,0,2024-10-19T01:05:53.848Z,0
1414,missed out on this sharp x68k monitor imma kms bruh 💔,0,1,0,0,2025-02-25T15:15:38.099Z,0
2468,suicidal thoughts running rampant rn,0,1,0,0,2024-12-11T14:43:24.224Z,1
566,I’m 196 right now due to depression & anxiety. I hate how much weight I’ve gained over the years because I haven’t been taking care of myself. My goal is to change that this year.,0,1,0,0,2025-01-07T21:19:25.630Z,1
238,Update: i am no longer confusing ppl for they just assume im a cis girl xddd (im not cis ir a girl and i wanna kms here pls),0,0,0,0,2023-11-26T07:52:59.163Z,0
2751,i havent played xcom but i do wanna die to an incredibly improbable projectile,0,0,0,0,2025-01-23T03:05:01.132Z,0
2210,"normally i have regular suicidal thoughts but today its like ""dude itd be so fuckin cool to press one of these against my temple""",0,1,0,0,2025-01-16T21:29:23.013Z,0
2553,"I felt like it was good on the more obvious suicidal thoughts but I would like also to point out there there is no 'design' or 'motivation' in here  - it just so happens the LLM has seen a lot of dialog about suicide and mostly it has people saying 'don't do that'.  Which is terrifying, really.",0,0,0,0,2024-10-23T17:27:33.017Z,0
2729,"@Reuters: A US patient had panic attacks, hallucinations and suicidal thoughts after increasing her Ozempic dose, which she took for weight loss. She later found patients posting on social media about similar symptoms, stopped the medication and began to feel better https://t.co/sB8j73pcz1 https://t",0,0,0,0,2023-09-28T15:27:21.796Z,0
436,"He's a grudge rocker and chronically gen X. Self serious with his music and exploring a lot of concepts primarily around the concept of a 'beast of burden' and his relationship with his family. His bands name is The Sons of Equus. They have never been super successful, but do well enough locally.",1,1,0,0,2025-02-28T21:46:40.738Z,0
647,"I wish I knew how to get cis ""allies"" to actually care about trans lives more than just empty words and affirmations

Reposting an image about how you support trans kids means fuck all when you pay hundreds of dollars to go see a licensed Harry Potter concert the very next day",277,10,0,0,2025-02-27T22:24:01.462Z,0
3278,Anyone got any tips for doing diy t cause i dont wanna die when i apply teh Slime. I have some people i can ask but i wanna make sure the info is consistant cause i have hyper uber paranoia (catholic debuff),1,2,0,1,2025-02-15T17:28:19.033Z,0
1903,"They didn’t choose hatred because they were hurting—Black folk have been hurting ever since we were spirited to these shores. 

They didn’t choose hatred because of economic anxiety—no earnest attempt has ever been made make Black Americans whole from the genocide of chattel slavery.",14,1,0,0,2025-02-28T19:47:48.530Z,0
1754,"It's so funny when people have one-sided beef. ""Ugh I hate that Steve came here from Twitter, he's going to ruin everything"" and then you check Steve and it's all just ""me at the beach :)"" ass posts",0,2,0,0,2024-10-27T18:43:40.218Z,0
2426,i’m very scared of being diagnosed as schizophrenic. my mothers side of the family has a history of mental illness- especislly with bipolar depression & schizophrenia. i was diagnosed with bpd as a result of years of abuse & isolation and i’ve been extremely unstable for years. my mother is schizop-,0,1,0,0,2024-11-07T16:32:13.420Z,0
1165,"Gotta force myself to use this thing as “Twitter” is such a hellscape and only gonna become worse, but I need more of the acts I follow on there to come over 😭. I’m DONE trying to “reach out” I want a nice bubble with good echo and it’s just easier to build it from the ground up over here.",0,0,0,0,2024-11-07T16:05:43.319Z,0
1191,"🩷We finished Detroit: Become Human last night🎮... missing it already💜. Such an amazing game, I highly recommend 💯. 

Now I feel empty inside....what do I play next?💙

#DetroitBecomeHuman #Vtuber #twitchclips",0,1,0,0,2025-02-20T14:50:46.956Z,0
1218,"The new year starts next week and I’m trying to finish two books by then 

61% done with Lost & Lassoed 
Then…King of Sloth",0,0,0,0,2024-12-26T05:34:59.518Z,0
1801,"It's SELFIE SUNDAY again, Bluetopia...

Oh, boy. Not sure I can muster up the enthusiasm necessary for it today, my dears. Not feeling too great about life right now. 

Such is the lot of the mood swingy. Oh well, fake it till you make it, right?

The ALT Text isn't exactly UPLIFTING.

Caveat empty.",3,27,0,1,2024-06-17T00:08:27.502Z,0
679,I wish it was legal to acquire the addresses of dickhead customers so you could egg their homes in the dead of night,0,0,0,0,2024-12-19T15:49:20.241Z,0
803,"Robot's ""sentience"" is AI and it's distinctly not human and should never be recognized as such. AI should always be kept in it's own lane and anyone working against that is a suicidal clown.",0,1,0,0,2025-01-15T18:48:20.051Z,0
1396,I just ate three slices of pizza imma kms #caterpillarsky,0,0,0,0,2024-10-24T01:07:29.333Z,0
322,Today’s debacle is the straw that broke the camel’s back. This level of pathetic schoolyard bullying and the need to turn everything into spectacle regardless of the consequences is affecting EVERY aspect of my life and I hate it. I’ve watched it destroy so much and I don’t see it improving.,0,1,0,0,2025-02-28T20:53:34.801Z,0
2539,damn I am kind of trapped in this depressive spiral in my brain and I am having many upsetting thoughts. and the place I'd usually post about them is nonexistent now. and nowhere else has a mutuals only option. so I will fester,0,1,0,0,2024-11-17T12:56:08.845Z,1
2252,"#Isolation

https://www.vox.com/platform/amp/the-highlight/2019/10/30/20936636/suicide-mental-health-suicidal-thoughts-teens?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com

#PersonalNetworks #SharedFacts #BehavioralHealthIntegration",0,0,1,0,2021-01-04T22:08:01Z,0
2467,wow I just love having intrusive suicidal thoughts! what a fantastic time!,0,0,0,0,2024-11-27T08:34:03.069Z,1
926,We need to talk about Musk. He supports the German Nazi party and spoke at their recent meeting. He did a Nazi salute at the inauguration party. The #disabled were the first to be killed by Nazis. We must push back on Musk's role in our government and world. Here is what a friend says about him.,17,12,1,1,2025-01-27T20:37:41.449Z,0
1897,"Spoke to his doctor today when I brought him to the check up and he said my brother’s suicidal thoughts are down thankfully so maybe now they can focus on his mood and it would take time 
I’m such an idiot, I keep making the same stupid fucking mistake",0,0,0,0,2024-11-30T02:14:49.058Z,0
1611,"Well someone just called the police on me.

Checking to see if I had suicidal thoughts or something",0,0,0,0,2024-12-12T01:03:00.883Z,0
2143,"so we registered this question (in spring 2022) and went about synthesizing the ENTIRE quantitative research on risk/protective factors of suicidal thoughts and behaviors in cancer patients and survivors, screening more than 11,100 single papers.",0,1,0,0,2024-12-02T19:09:18.055Z,0
208,"when you ask your little sister for advice on how to convince your crush to date you, but ""sorry"" apparently isn't enough to make up for killing his entire colony #mkbart #transformers #transformersart #maccadam #rampage #transmutate #beastwars #beastwarsuprising #tfcc",4,2,0,1,2025-01-17T14:51:52.450Z,0
585,"archiveofourown.org/works/63366001

Hello friends and neighbors and a very happy #SanjiWeek to those who celebrate 💙 Here is my offering for day 1: memories
-
#fanfic #3fics #zszfanfic",9,0,0,1,2025-02-24T16:30:30.830Z,0
85,would you rather have suicidal thoughts or double it and give it to thom yorke,0,1,0,0,2025-01-14T00:05:39.365Z,0
326,"I cannot imagine being a person who did not vote for Kamala Harris. Look at what people who stayed home or voted third party voluntarily chose. I would hate to have to live with that choice for the rest of my life.

They can say it was principle. But it was their choice. And here we are.",48,10,0,0,2025-02-26T13:33:31.545Z,0
2165,"Good morning lovely bat army! 🦇 I hope you all had a restful time hanging upside down in a cave! Scary sleep is important 💀

I am lowkey jealous of all of you that are already done with the holiday gatherings…my doom is just beginning tonight and tomorrow! 👹 what’s everyone up to?",1,9,1,0,2024-11-30T14:48:54.434Z,0
106,When you realize JD Vance was the last guy alone with this couch,61,16,0,1,2025-02-28T20:50:50.943Z,0
2254,"I dont mind being called mentally ill for suicidal ideation and thoughts that are from emotional distress, thinking im an alien or something but yeah the physiological stuff is where I have gotten my psychiatrist on my side. Like the EDS stuff is real. And it affects every joint in my body",0,1,0,0,2025-01-08T23:31:25.899Z,0
1591,"Guys I have some pups that need a home before they are killed. I think they are still alive? If you could repost them-Apple Valley, CA- foster/adopt/pledge- be their voices- save a life- would be appreciated! They don’t deserve to die! Penny, Cajun, Connie- and all these babies in danger! ‼️ thank u",42,5,0,0,2025-02-26T03:53:16.043Z,0
1347,"This weekend is mine. 
I'm not wearing clothes until Monday. I will play porn all weekend in my living room and bedroom. If you are reading this I'm probably naked. Masturbating, Sleep. Or doing something related to porn 
THIS IS MY WEEKEND TO WORSHIP PORNOGRAPHY",0,0,0,0,2024-11-09T00:05:34.178Z,0
3088,I don't wanna die,0,0,0,0,2024-09-21T21:45:06.537Z,0
264,"me when i do bad on an exam: i wanna kms alexa play lost ones weeping
me when i do good on an exam: yay!!! alexa can you still play lost ones weeping pls",0,0,0,0,2024-10-29T13:56:44.758Z,0
231,letter requirements for surgery make me wanna kms,1,2,0,0,2024-10-17T18:24:12.141Z,0
2325,I'm nostalgic for a time when bribes were keep under the table in America because people had something called shame.,843,147,1,0,2025-02-28T00:52:34.491Z,0
